Original Text,Translated Text,Character Count
upload file,上传文件,11
"transaksi, Nasabah wajib melakukan pengecekan
            di menu Status Transaksi. Setelah","客户必须在
            交易状态 ""菜单。之后",91
file,文件,4
"transaksi berhasil
            di-","成功交易
            在",34
upload,上传,6
", Nasabah harus melakukan otorisasi atas",客户必须授权,40
file,文件,4
transaksi yang telah berhasil di-,已成功输入的交易,33
upload,上传,6
tersebut pada menu Otorisasi Transaksi.,"上的 ""交易授权 ""菜单。",39
Host to Host,主机对主机,12
Nasabah dapat menggunakan fasilitas,客户可以使用该设施,35
Host to Host,主机对主机,12
"pada myBCA
            Bisnis untuk melakukan transaksi finansial maupun non-finansial
            melalui pengiriman data dari sistem","在 myBCA 上
            企业进行财务和非财务交易
            通过系统发送数据",134
Enterprise Resource Planning,企业资源规划,28
"(ERP) Nasabah ke sistem BCA.
            Instruksi transaksi yang diterima oleh sistem BCA dari sistem ERP
            Nasabah tersebut akan diproses dengan menggunakan atau tanpa
            menggunakan otorisasi melalui myBCA Bisnis sesuai dengan pilihan
            Nasabah.","(ERP)系统连接到巴塞尔公约管理局系统。
            BCA 系统从客户的 ERP 系统收到的交易指示将在使用或不使用客户的 ERP 系统的情况下进行处理。
            无论是否通过
            根据客户的选择，通过myBCA Bisnis进行授权。
            由客户选择。",277
Jenis transaksi yang dapat dilakukan oleh Nasabah melalui fasilitas,客户可通过设施进行的交易类型,67
Host to Host,主机对主机,12
"pada myBCA Bisnis sesuai dengan jenis
            transaksi dari fitur yang dipilih oleh Nasabah pada Formulir myBCA
            Bisnis.","根据客户在我的BBCA表格上选择的交易类型
            客户在 myBCA 表格上选择的功能的交易类型。
            业务表格。",136
"Setiap instruksi transaksi yang diterima oleh BCA dari sistem ERP
            Nasabah merupakan instruksi yang sah dan benar dari Nasabah serta
            mengikat dan menjadi tanggung jawab Nasabah sepenuhnya. BCA tidak
            mempunyai kewajiban untuk meneliti atau menyelidiki kebenaran
            instruksi transaksi yang diterima oleh BCA dari sistem ERP Nasabah.","BCA 从 ERP 系统收到的每项交易指令。
            系统收到的每一条交易指令都是客户发出的有效和正确的指令，具有约束力，并由客户承担全部责任。
            具有约束力，并由客户承担全部责任。巴塞尔公约》不
            BCA没有义务审查或调查客户从ERP系统收到的交易指示的正确性。
            BCA 没有义务审查或调查 BCA 从客户 ERP 系统收到的交易指令的正确性。",375
"Nasabah wajib dan bertanggung jawab untuk memastikan kebenaran data
            dan/atau dokumen yang diterima oleh BCA dari sistem ERP Nasabah. BCA
            tidak mempunyai kewajiban untuk meneliti atau menyelidiki kebenaran,
            kelengkapan, keabsahan dan keaslian data dan/atau dokumen yang
            diterima oleh BCA dari sistem ERP Nasabah tersebut. Nasabah
            bertanggung jawab sepenuhnya atas segala akibat dan kerugian yang
            timbul sehubungan dengan penggunaan data dan/atau dokumen yang
            dikirimkan oleh Nasabah dari sistem ERP Nasabah kepada BCA, termasuk
            apabila data dan/atau dokumen yang dikirimkan oleh Nasabah tersebut
            tidak benar atau tidak lengkap.","客户有义务和责任确保从客户ERP系统收到的数据和/或文件的正确性。
            或文件的正确性。巴塞尔公约
            没有义务检查或调查数据和/或文件的正确性、完整性、有效性和真实性、
            巴塞尔公约》不承担审查或调查巴塞尔公约-巴塞尔代理记账公司从客户ERP系统中收到的数据和/或文件的正确性、完整性、有效性和真实性的义务。
            BCA 从客户 ERP 系统收到的数据和/或文件的正确性、完整性、有效性和真实性。客户
            对以下情况造成的所有后果和损失负全部责任
            因使用客户从其ERP系统中发送的数据和/或文件而造成的一切后果和损失，由客户承担全部责任。
            由客户从客户的ERP系统发送至北京建筑业协会的数据和/或文件的使用所产生的一切后果和损失负全部责任，包括
            如果客户发送的数据和/或文件
            不正确或不完整。",734
Sehubungan dengan pelaksanaan transaksi melalui fasilitas,在通过该机制进行交易方面,57
Host to Host,主机对主机,12
"pada myBCA Bisnis, Nasabah wajib memperhatikan
            ketentuan yang berlaku di BCA antara lain terkait dengan batas waktu
            penerimaan data transaksi dan batas maksimal jumlah data yang dapat
            diproses. BCA berhak mengubah ketentuan terkait transaksi tersebut
            yang akan diberitahukan oleh BCA kepada Nasabah dalam bentuk dan
            melalui sarana apa pun sesuai dengan ketentuan hukum yang berlaku.","在 myBCA Bisnis 上，客户必须注意以下事项
            适用于 BCA 的规定，特别是与以下方面有关的规定
            接收交易数据的时限和可处理的最大数据量。
            已处理。BCA有权更改与交易相关的规定。
            BCA将通过以下形式通知客户
            方式通知客户。",442
"BCA berhak untuk tidak memproses instruksi transaksi melalui
            fasilitas","BCA 保留不通过以下方式处理交易指示的权利
            设备",82
Host to Host,主机对主机,12
"pada myBCA Bisnis apabila instruksi
            transaksi yang diberikan oleh Nasabah tidak sesuai dengan ketentuan
            transaksi yang berlaku dan/atau melebihi batas maksimal jumlah data
            yang dapat diproses di BCA sebagaimana akan diberitahukan oleh BCA
            kepada Nasabah dalam bentuk dan melalui sarana apa pun sesuai
            ketentuan hukum yang berlaku.","如果客戶發出的指示不符合
            客户发出的指示不符合适用的交易条款和/或超出最大数据量。
            和/或超出 BCA 可处理的最大数据量
            BCA 将以任何形式并通过任何方式通知客户
            根据适用的法律规定，以任何形式和通过任何方式通知客户。
            适用的法律规定。",390
"BCA akan tetap menjalankan instruksi transaksi yang diterima oleh
            BCA (baik dengan otorisasi maupun tanpa otorisasi) melalui fasilitas","BCA 将继续通过以下设施执行 BCA 收到的交易指示（包括经授权和未经授权的指示
            BCA 将继续通过以下设施执行 BCA 收到的交易指示（包括经授权和未经授权的指示",146
Host to Host,主机对主机,12
"pada myBCA Bisnis meskipun penerimaan
            instruksi transaksi tersebut telah melebihi batas waktu
            penerimaan/","尽管收到了
            交易指示已超过时限
            收到/",129
cut off,掐断,7
"data transaksi sesuai dengan ketentuan
            yang berlaku di BCA, kecuali ditentukan lain oleh BCA atau atas
            transaksi tertentu yang akan diberitahukan oleh BCA kepada Nasabah
            dalam bentuk dan melalui sarana apa pun.","根据适用于 BCA 的规定
            除非 BCA 另有规定，或 BCA 将通知客户的某些交易。
            BCA 将通知客户的某些交易
            以任何形式和通过任何途径。",246
"Nasabah wajib memastikan ketersediaan dana di rekening yang menjadi
            sumber dana transaksi.","客户必须确保作为交易资金来源的账户内有可用资金。
            交易资金的来源。",102
"Nasabah tidak dapat membatalkan instruksi transaksi yang telah
            diterima oleh BCA dengan status ‘sedang diproses’ pada
            hari yang sama dengan tanggal efektif transaksi tersebut.","客户不能取消以下交易指示
            客户不能取消 BCA 在交易生效日当天收到的状态为 ""正在处理 ""的交易指示。
            客户不能取消在交易生效日当天收到的状态为 ""正在处理 ""的交易指示。",199
Untuk penggunaan fasilitas,设施使用,26
Host to Host,主机对主机,12
pada myBCA Bisnis:,上的 myBCA Business：,18
"Nasabah wajib menyediakan sarana yang memadai sesuai dengan
                ketentuan yang ditetapkan oleh BCA;","客户必须按照巴塞尔公约
                客户必须按照巴塞尔公约管理局的规定提供足够的设施；",111
BCA akan menyediakan “,"BCA 将提供""",22
perangkat,装置,9
"”
                berupa:","""
                形式：",25
Aplikasi BCA Client yang meliputi:,巴塞尔公约》客户端应用程序包括,34
User ID,用户 ID,7
dan,丹,3
password,暗号,8
"BCA Client
                        Monitoring;","巴塞尔公约》客户
                        监测；",46
Security Key Pretty Good Privacy,安全密钥 相当好的隐私,32
(PGP);,(PGP）；,6
Aplikasi SFTP BCA yang meliputi:,BCA SFTP 应用程序，包括,32
User ID,用户 ID,7
dan,丹,3
password User ID,密码 用户 ID,16
SFTP;,SFTP；,5
Security Key Pretty Good Privacy,安全密钥 相当好的隐私,32
(PGP);,(PGP）；,6
"Segala penyalahgunaan, gangguan, atau kerusakan yang terjadi pada
            perangkat yang disediakan oleh BCA setelah dilakukannya serah terima
            perangkat tersebut dari BCA kepada Nasabah sebagaimana yang akan
            menjadi tanggung jawab Nasabah sepenuhnya. Nasabah dengan ini
            membebaskan BCA dari segala tuntutan, gugatan, dan/atau tindakan
            hukum lainnya dalam bentuk apa pun dari pihak manapun termasuk dari
            Nasabah sendiri.","BCA 提供的设备在移交后发生的任何误用、干扰或损坏。
            在 BCA 将设备移交给客户后，对 BCA 提供的设备造成的任何误用、干扰或损坏。
            在 BCA 将设备移交给客户后，对 BCA 提供的设备造成的任何误用、干扰或损坏均由客户承担全部责任。
            由客户承担全部责任。客户特此
            免除 BCA 遭受来自任何一方的任何形式的索赔、诉讼和/或其他法律行动。
            任何一方以任何形式提出的索赔、诉讼和/或其他法律行动，包括来自客户本人的索赔、诉讼和/或其他法律行动。
            客户本人。",483
"Nasabah wajib menjaga keamanan perangkat yang telah diserahterimakan
            oleh BCA kepada Nasabah dan perangkat yang digunakan oleh Nasabah
            untuk menggunakan fasilitas","客户有义务维护已移交给客户的设备的安全。
            客户有义务维护由 BCA 交给客户的设备的安全。
            使用设备",186
Host to Host,主机对主机,12
"pada myBCA Bisnis
            (bila ada) sesuai dengan standar keamanan yang berlaku di BCA.
            Segala akibat dan kerugian yang timbul karena kesalahan atau
            kelalaian Nasabah dalam melakukan tindakan-tindakan pengamanan
            perangkat tersebut, termasuk namun tidak terbatas pada kerusakan
            atas perangkat tersebut, menjadi tanggung jawab Nasabah sepenuhnya.","我的 BCA Bisnis 上的
            (如果有的话）上的信息。
            由于客户在执行网站安全措施时的错误或疏忽而导致的所有后果和损失
            由于客户在执行设备安全措施时的错误或疏忽而导致的所有后果和损失，包括但不限于设备的损坏。
            由于客户在执行设备安全措施时的错误或疏忽而导致的一切后果和损失，包括但不限于对设备的损坏，均应由客户自行承担。
            客户应承担全部责任。",397
"Nasabah wajib memberikan dan menjamin ketersediaan akses yang
            dibutuhkan BCA atau pihak yang ditunjuk oleh BCA untuk keperluan
            pemeliharaan perangkat.","客户有义务提供并保证以下访问的可用性
            BCA 或 BCA 为维护设备而指定的各方所需的访问权限。
            设备维护。",174
Nasabah yang menggunakan fasilitas,使用设施的客户,34
Host to Host,主机对主机,12
"dilarang
            untuk:","禁用
            为",27
"menggunakan perangkat selain untuk keperluan transaksi melalui
                fasilitas","通过以下方式使用非交易目的的设备
                设备",88
Host to Host,主机对主机,12
pada myBCA Bisnis;,上的 myBCA Business；,18
"melakukan perubahan pengaturan, konfigurasi, dan perubahan apa
                pun atas perangkat yang disediakan oleh BCA;","更改设置、配置以及对 BCA 提供的设备的任何更改
                对 BCA 提供的设备进行更改；",123
"melakukan usaha dan/atau mencoba untuk melakukan upaya pemecahan
                kode,","努力和/或尝试努力解决
                代码",86
hacking,黑客行为,7
",",",",1
cracking,呖,8
", penetrasi virus
                penggunaan","病毒渗透
                使用方法",44
software,软件,8
",",",",1
shareware,共享软件,9
",",",",1
freeware,免费软件,8
"ataupun membuat aplikasi palsu/tiruan yang
                bertujuan untuk mengganggu atau merusak perangkat; dan","或创建假冒/仿冒应用程序
                意图破坏或损坏设备；以及",113
"memperbanyak, meniru, menyalin, membajak, memalsukan perangkat
                yang disediakan BCA termasuk namun tidak terbatas pada","复制、模仿、拷贝、劫持、伪造BCA提供的任何设备。
                由 BCA 提供的包括但不限于",133
source code,源代码,11
", manual, sistem operasi, bahasa program,
                kode, skema, dokumen teknis ataupun bentuk lainnya.","手册、操作系统、程序语言、
                代码、示意图、技术文件或其他形式。",109
"Nasabah wajib melakukan segala tindakan yang diperlukan untuk
            memastikan agar setiap transaksi yang dilakukan melalui fasilitas","客户必须采取一切必要措施
            确保通过",139
Host to Host,主机对主机,12
"pada myBCA Bisnis hanya dapat dilakukan oleh
            pihak yang diberikan akses/kewenangan oleh Nasabah untuk melakukan
            transaksi yang dimaksud. Segala akibat dan kerugian yang timbul atas
            penyalahgunaan atau kesalahan dalam transaksi tersebut menjadi
            tanggung jawab Nasabah sepenuhnya dan Nasabah dengan ini membebaskan
            BCA dari segala tuntutan, gugatan, dan/atau tindakan hukum lainnya
            dari pihak manapun termasuk dari Nasabah sendiri sehubungan dengan
            hal tersebut.","在我的BCA业务上只能由以下人员进行
            客户授予访问权/授权的方可执行相关交易
            进行相关交易。所有因
            误用或交易错误所造成的一切后果和损失
            由客户自行承担，客户在此免除
            BCA免于承担来自任何一方（包括客户本人）的所有索赔、诉讼和/或其他法律行为。
            任何索赔、诉讼和/或其他法律行动。
            此事宜。",544
BCA berhak untuk mengenakan biaya terkait penggunaan fasilitas,BCA 保留收取设施使用费的权利,62
Host to Host,主机对主机,12
"pada myBCA Bisnis kepada Nasabah yang besarnya
            sesuai dengan ketentuan yang berlaku di BCA dan mendebet rekening
            Nasabah di BCA untuk keperluan pembayaran biaya tersebut.","在myBCA Bisnis上向客户收取的费用，其金额为
            根据BCA的适用规定，并从客户在BCA的账户中扣除以支付该费用。
            为支付该费用，从客户在BCA的账户中扣款。",194
"Apabila terjadi penyalahgunaan, gangguan, atau kerusakan yang
            terjadi pada sistem ERP Nasabah maka segala akibat dan kerugian yang
            timbul sehubungan dengan hal tersebut menjadi tanggung jawab Nasabah
            sepenuhnya. Nasabah dengan ini membebaskan BCA dari segala tuntutan,
            gugatan, dan/atau tindakan hukum lainnya dari pihak manapun termasuk
            dari Nasabah sendiri sehubungan dengan hal tersebut.","如果在客户的 ERP 系统中发生误用、干扰或损坏，则与此相关的所有后果和损失均由客户负责。
            如果在客户的企业资源规划系统中发生误用、干扰或损坏，则与此有关的所有后果和损失均由客户负责。
            与此相关的所有后果和损失均由客户负责。
            全部责任。客户特此免除 BCA 的所有索赔责任、
            客户特此免除 BCA 的所有索赔、索赔和/或来自任何一方的其他法律行动，包括来自
            客户本身就此事提出的所有索赔、要求和/或其他法律行动。",450
M. Pembuktian,M.证据,13
"Nasabah setuju bahwa catatan,",客户同意该说明、,29
tape/cartridge,磁带/磁带盒,14
",",",",1
printout,打印件,8
"komputer, salinan atau bentuk penyimpanan informasi atau data lain sebagai bukti yang sah atas instruksi dari Nasabah, demikian juga sarana komunikasi lain yang diterima atau dikirimkan oleh BCA, sampai dapat dibuktikan sebaliknya.",除非另有证明，否则客户应将计算机、副本或其他形式的信息或数据存储作为客户指示的有效证据，以及 BCA 接收或发送的其他通信方式。,231
"Nasabah setuju untuk mengakui keabsahan, kebenaran, atau keaslian bukti instruksi dan komunikasi yang ditransmisi secara elektronik antara kedua belah pihak, termasuk dokumen dalam bentuk catatan komputer atau bukti transaksi BCA,",客户同意承认双方之间以电子方式传输的指令和通信证据的有效性、正确性或真实性，包括计算机记录形式的文件或 BCA 交易证据、,230
tape/cartridge,磁带/磁带盒,14
",",",",1
printout,打印件,8
"komputer, salinan atau bentuk penyimpanan informasi yang lain, dan semua alat atau dokumen tersebut merupakan alat bukti yang sah atas transaksi-transaksi perbankan yang dilakukan melalui myBCA Bisnis, kecuali Nasabah dapat membuktikan sebaliknya.",电脑、副本或其他形式的信息存储，所有这些工具或文件都是通过我的BCA业务进行银行交易的有效证据，除非客户能够证明不是这样。,247
"Dengan melakukan transaksi melalui myBCA Bisnis, Nasabah mengakui semua komunikasi dan instruksi dari Nasabah yang diterima oleh BCA akan diperlakukan sebagai alat bukti yang sah meskipun tidak dibuat dokumen tertulis ataupun dikeluarkan dokumen yang ditandatangani.",通过 myBCA Bisnis 进行交易，客户承认 BCA 收到的客户的所有通信和指示将被视为有效证据，即使没有制作书面文件或签发文件。,266
N. Electronic Mail (Email),N.电子邮件（Email）,26
Nasabah wajib untuk mendaftarkan alamat,客户必须登记其地址,39
email,电子邮件,5
Nasabah termasuk,客户包括,16
email,电子邮件,5
pemegang,持有人,8
User ID,用户 ID,7
yang mengakses fasilitas myBCA Bisnis.,访问 myBCA Business 设施的用户。,38
Dalam hal terjadi perubahan alamat,地址变更时,34
email,电子邮件,5
yang telah didaftarkan maka Nasabah wajib untuk segera melakukan perubahan alamat,则客户有义务立即更改地址。,81
email,电子邮件,5
dengan mengisi Formulir myBCA Bisnis atau dokumen lain sebagaimana ditentukan oleh BCA serta menyerahkannya ke Kantor Cabang BCA sesuai ketentuan yang berlaku di BCA dilengkapi dengan dokumen-dokumen yang disyaratkan BCA.,填写 myBCA Bisnis 表格或 BCA 规定的其他文件，并根据 BCA 的适用规定将其连同 BCA 要求的文件提交给 BCA 分支办事处。,221
Alamat,地址,6
email,电子邮件,5
ini akan digunakan oleh BCA untuk mengirimkan informasi transaksi finansial dan non finansial yang dilakukan oleh Nasabah melalui fasilitas myBCA Bisnis maupun untuk keperluan pengiriman informasi lainnya dari BCA.,BCA 将使用此信息发送客户通过 myBCA Bisnis 设施进行的金融和非金融交易信息，以及 BCA 发送的其他信息。,214
Apabila Nasabah tidak menerima,如果客户不接受,30
email,电子邮件,5
notifikasi pada hari transaksi dijalankan maka Nasabah wajib memeriksa status transaksinya melalui layanan/fasilitas ‘Transaction Summary (Ringkasan Transaksi)’ yang terdapat dalam fasilitas myBCA Bisnis. Dalam hal Nasabah tidak menerima,"如果客户在交易执行当天没有收到通知，那么客户必须通过 myBCA Bisnis 设施中的 ""交易摘要 ""服务/设施查看交易状态。如果客户没有收到",237
email,电子邮件,5
notifikasi dan/atau tidak memeriksa status transaksinya maka Nasabah membebaskan BCA dari tuntutan atas kerugian yang mungkin timbul karena hal tersebut.,如果客户未收到通知和/或未检查交易状态，则免除北京银行对由此可能造成的损失的索赔责任。,153
BCA tidak bertanggung jawab atas kegagalan pengiriman informasi ke alamat,BCA 不对未能将信息发送至以下地址负责,73
email,电子邮件,5
Nasabah yang terjadi bukan karena kesalahan atau kelalaian BCA.,非因巴塞尔公约管理局的过失或疏忽而造成的客户。,63
BCA tidak berkewajiban untuk menyimpan dan mengirimkan ulang informasi yang gagal dikirim ke alamat,BCA 没有义务保存和重新发送未能发送到以下地址的信息,99
email,电子邮件,5
O. Biaya dan Kuasa Debet Rekening,O.费用和账户转账授权,33
Nasabah setuju bahwa BCA berhak mengenakan biaya terkait dengan penggunaan fasilitas myBCA Bisnis. Biaya tersebut akan diberitahukan dalam bentuk dan melalui sarana apa pun sesuai ketentuan hukum yang berlaku.,客户同意 BCA 有权收取与使用 myBCA Bisnis 设施相关的费用。该等费用将根据适用的法律规定以任何形式和通过任何方式通知。,209
"Nasabah setuju bahwa BCA berhak untuk mendebet rekening Nasabah dan/atau rekening yang dikuasakan kepada Nasabah di myBCA Bisnis untuk pembayaran biaya administrasi (jika ada), biaya transaksi kiriman uang antarbank, biaya fasilitas/layanan, dan/atau biaya transaksi lainnya yang dilakukan melalui fasilitas myBCA Bisnis yang akan ditetapkan dan diberitahukan oleh BCA dalam bentuk dan melalui sarana apa pun sesuai dengan ketentuan hukum yang berlaku.",客户同意，BCA有权从客户的账户和/或在myBCA Bisnis授权给客户的账户中扣除管理费（如有）、银行间汇款交易费、设施/服务费和/或通过myBCA Bisnis设施支付的其他交易费，这些费用将由BCA根据适用的法律规定以任何形式和通过任何方式确定和通知。,452
Apabila terjadi kegagalan pemrosesan pada tanggal efektif transaksi yang bukan disebabkan oleh kesalahan BCA maka Nasabah tetap akan dikenakan biaya atas transaksi.,如果在交易生效日出现非 BCA 错误导致的处理故障，客户仍需支付交易费用。,164
Nasabah dengan ini memberikan kuasa kepada BCA untuk mendebet rekening Nasabah di BCA dan/atau rekening yang dikuasakan kepada Nasabah di myBCA Bisnis sesuai dengan transaksi yang diinstruksikan Nasabah kepada BCA melalui fasilitas myBCA Bisnis dan untuk pembayaran biaya sebagaimana dimaksud dalam butir 1 dan butir 2 di atas.,客户特此授权BCA根据客户通过myBCA Bisnis设施向BCA发出的交易指示，从客户在BCA的账户和/或在myBCA Bisnis授权给客户的账户中扣款，用于支付上文第1点和第2点所述的费用。,327
"Kuasa sebagaimana dimaksud pada butir 4 diatas tidak akan berakhir karena alasan apa pun termasuk karena alasan yang dimuat dalam Pasal 1813, 1814, dan 1816 Kitab Undang-Undang Hukum Perdata selama Nasabah masih mempunyai kewajiban terhadap BCA.",只要客户对 BCA 仍有义务，上文第 4 点所述的授权书不会因任何原因而失效，包括《民法典》第 1813、1814 和 1816 条所载的原因。,245
BCA berhak untuk melakukan perubahan biaya terkait dengan fasilitas myBCA Bisnis yang akan diberitahukan dalam bentuk dan melalui sarana apa pun sesuai ketentuan hukum yang berlaku.,BCA 保留更改与 myBCA Bisnis 设施相关的费用的权利，并将根据适用的法律规定以任何形式和通过任何方式进行通知。,181
"P. Administrasi pendaftaran, perubahan dan penghapusan",P.登记、修改和删除的管理,54
"Nasabah harus mengisi Formulir myBCA Bisnis atau dokumen lain sebagaimana ditentukan oleh BCA sesuai dengan ketentuan yang berlaku di BCA setiap kali Nasabah bermaksud untuk melakukan pendaftaran, perubahan, atau penghapusan data dan/atau status antara lain rekening,",客户每次打算注册、更改或删除账户数据和/或状态时，必须根据 BCA 的适用规定填写 myBCA 业务表格或 BCA 确定的其他文件、,267
"Corporate ID, User ID,",公司 ID、用户 ID、,22
dan KeyBCA.,和 KeyBCA。,11
"Pendaftaran, perubahan, atau penghapusan data dan/atau status antara lain rekening,",注册、更改或删除数据和/或账户状态等、,83
User ID,用户 ID,7
", dan KeyBCA juga dapat dilakukan oleh Sysadmin pada myBCA Bisnis.","系统管理员也可以在 myBCA 业务上执行""...... ""和 ""KeyBCA""。",66
"Untuk pendaftaran, perubahan, atau penghapusan data dan/atau status antara lain rekening,",用于注册、更改或删除数据和/或状态，其中包括账户、,89
"Corporate ID, User ID",公司 ID、用户 ID,21
",",",",1
"dan KeyBCAmelalui Formulir myBCA Bisnis atau dokumen lain sebagaimana ditentukan oleh BCA, BCA akan melakukan verifikasi dan pengecekan terhadap kelengkapan data pada Formulir myBCA Bisnis serta dokumen pendukung yang diserahkan oleh Nasabah. BCA dapat menolak dan mengembalikan Formulir myBCA Bisnis tersebut bila ditemukan ketidaksesuaian atau ketidaklengkapan data dan dokumen pendukung.",BCA 将核实并检查 myBCA 商务表格上的数据和客户提交的证明文件的完整性。如果发现不一致或不完整的数据和证明文件，BCA可能会拒绝并退回myBCA商业表格。,390
"BCA tidak berkewajiban untuk memeriksa kebenaran data yang disampaikan oleh Nasabah terkait pendaftaran, perubahan atau penghapusan data dan/atau status antara lain rekening,",巴塞尔银行没有义务检查客户提交的与账户注册、更改或删除数据和/或状态等有关的数据的正确性、,174
"Corporate ID, User ID,",公司 ID、用户 ID、,22
dan KeyBCA. Nasabah bertanggung jawab atas kebenaran data yang disampaikan kepada BCA tersebut.,和 KeyBCA。客户应对提交给 BCA 的数据的正确性负责。,95
"BCA akan melakukan pendaftaran, perubahan atau penghapusan data dan/atau status antara lain rekening",BCA 将登记、更改或删除以下账户的数据和/或状态，其中包括,100
", Corporate ID, User ID,",公司 ID、用户 ID、,24
dan KeyBCAbila telah dilakukan verifikasi dan pengecekan terhadap Formulir myBCA Bisnis dan/atau instruksi yang disampaikan melalui myBCA Bisnis dan dokumen pendukung sesuai ketentuan yang berlaku di BCA.,根据 BCA 的适用规定，在核实和检查 myBCA Bisnis 表格和/或通过 myBCA Bisnis 提交的说明以及证明文件后，KeyBCA 和 KeyBCA 将根据 BCA 的适用规定，对 MyBCA Bisnis 表格和/或通过 myBCA Bisnis 提交的说明以及证明文件进行核实和检查。,204
Q. Force Majeure,Q.不可抗力,16
"Nasabah dengan ini membebaskan BCA dari segala tuntutan, gugatan, dan/atau tindakan hukum dalam bentuk apa pun dalam hal BCA tidak dapat melaksanakan instruksi dari Nasabah, baik sebagian maupun seluruhnya, karena kejadian-kejadian atau sebab-sebab di luar kekuasaan atau kemampuan BCA, termasuk namun tidak terbatas pada bencana alam, perang, huru-hara, keadaan peralatan, sistem atau transmisi yang tidak berfungsi, gangguan listrik, gangguan telekomunikasi, kebijaksanaan pemerintah, serta kejadian-kejadian atau sebab-sebab lain di luar kekuasaan atau kemampuan BCA.",如果 BCA 因超出其权力或能力范围的事件或原因（包括但不限于自然灾害、战争、暴乱、设备、系统或传输故障、电力故障、电信故障、政府政策以及其他超出其权力或能力范围的事件或原因）而无法部分或全部执行客户的指示，则客户特此免除 BCA 的所有索赔、诉讼和/或任何形式的法律行为的责任。,570
"BCA tidak bertanggung jawab bila terjadi kerusakan pada aplikasi myBCA Bisnis dan perangkat myBCA Bisnis yang disebabkan oleh kesalahan atau kelalaian Nasabah atau sebab-sebab lain di luar kendali BCA seperti: virus, listrik padam, kabel putus, atau kerusakan pada perangkat keras komputer.",如果由于客户的错误、疏忽或BCA无法控制的其他原因（如病毒、断电、电缆损坏或计算机硬件损坏）导致myBCA Bisnis应用程序和myBCA Bisnis设备损坏，BCA不承担任何责任。,290
R. Penghentian Sementara dan Pengakhiran Layanan/Fasilitas,R.暂时中止和终止服务/设施,58
"Nasabah dapat mengakhiri penggunaan fasilitas myBCA Bisnis dengan mengisi Formulir myBCA Bisnis atau dokumen lain sebagaimana ditentukan oleh BCA serta menyerahkannya ke Kantor Cabang BCA sesuai ketentuan yang berlaku di BCA dilengkapi dengan KeyBCA dan dokumen-dokumen yang dibutuhkan sesuai ketentuan yang berlaku di BCA. Apabila Nasabah menggunakan KeyBCA dalam bentuk Hard Token, maka Nasabah wajib untuk mengembalikan KeyBCA tersebut kepada BCA.",客户可以通过填写 myBCA 业务表格或 BCA 决定的其他文件，并根据 BCA 的适用规定，连同 KeyBCA 和 BCA 的适用规定所需的文件提交给 BCA 分支机构，终止使用 myBCA 业务设施。如果客户使用硬令牌形式的KeyBCA，客户有义务将KeyBCA退还给BCA。,450
"BCA dapat menghentikan sementara penggunaan, baik sebagian maupun seluruh, fitur/layanan pada fasilitas myBCA Bisnis ini, dan/atau menolak transaksi yang dilakukan pada fasilitas myBCA Bisnis, antara lain apabila:",在下列情况下，BCA可暂时停止部分或全部使用myBCA Bisnis设施的功能/服务，和/或拒绝在myBCA Bisnis设施上进行的交易：,213
terdapat dugaan transaksi mencurigakan yang dilakukan oleh Nasabah;,怀疑客户进行了可疑交易；,67
terdapat dugaan fraud yang dilakukan oleh Nasabah dalam penggunaan fasilitas myBCA Bisnis;,客户在使用 myBCA 商务设施时被指控有欺诈行为；,90
terdapat dugaan penyalahgunaan fasilitas myBCA Bisnis oleh Nasabah;,指控客户滥用 myBCA 商务设施；,67
terdapat dugaan fasilitas myBCA Bisnis digunakan untuk memfasilitasi transaksi yang melanggar ketentuan hukum yang berlaku;,有指控称，myBCA Business 设施被用于促成违反适用法律规定的交易；,123
Nasabah dan/atau pihak yang ditunjuk oleh Nasabah diketahui dan/atau patut diduga menggunakan dokumen palsu dalam menggunakan myBCA Bisnis;,客户和/或客户指定的一方已知和/或有理由怀疑在使用 myBCA 业务时使用虚假文件；,139
Nasabah dan/atau pihak yang ditunjuk oleh Nasabah menyampaikan informasi dan/atau data yang tidak benar atau diragukan kebenarannya;,客户和/或客户指定的一方提交了错误或可疑的信息和/或数据；,132
Nasabah dan/atau pihak yang ditunjuk oleh Nasabah memiliki sumber dana yang diketahui dan/atau patut diduga berasal dari hasil tindak pidana;,客户和/或客户指定的一方的资金来源已知和/或有理由怀疑来源于刑事犯罪所得；,141
terdapat perintah dari otoritas pengawas yang berwenang untuk menghentikan sementara pemberian fasilitas myBCA Bisnis;,主管监督机构下令暂时中止提供 myBCA 业务设施；,118
tidak ada penggunaan fasilitas myBCA Bisnis oleh Nasabah selama jangka waktu tertentu yang akan diberitahukan oleh BCA dalam bentuk dan melalui sarana apa pun sesuai dengan ketentuan yang berlaku; dan/atau,客户在一定期限内不得使用 myBCA Bisnis 设施，BCA 将根据适用条款以任何形式和任何方式通知客户；和/或,205
Nasabah melanggar baik sebagian maupun seluruh ketentuan dalam Ketentuan myBCA Bisnis BCA ini dan/atau ketentuan hukum yang berlaku.,客户违反 BCA Business myBCA 条款和/或适用法律条款中的部分或全部规定。,132
"BCA berhak untuk mengakhiri pemberian fasilitas myBCA Bisnis kepada Nasabah, antara lain apabila:",在以下情况下，BCA有权终止向客户提供myBCA Bisnis设施：,97
